tweet_text,predictions_class,class_label
youre in my thoughts and prayers today #PrayForItaly,sympathy_and_support,sympathy_and_support
RT @tamaraistone: Heartbroken. Sending healing thoughts to one of my favorite places in the world and its lovely people.,sympathy_and_support,sympathy_and_support
@Madonna please post a message for Italy #ItalyEarthquake #prayforitaly,rescue_volunteering_or_donation_effort,sympathy_and_support
RT @dreamofitaly: Join a #virtualsagra for #italyearthquake relief in honor of #amatrice and #amatriciana  /,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @cctvnews: At least 250 people dead, 365 hospitalized in Wednesday’s #ItalyEarthquake, rescue efforts ongoing",injured_or_dead_people,injured_or_dead_people
Thoughts and prayers going out to those affected by the #ItalyEarthquake,sympathy_and_support,sympathy_and_support
"RT @reportedly: This is a collaborative map, showing all points in Italy where aid for #ItalyEarthquake is being collected.",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @Onuitalia: #ItalyEarthquake: #UNESCO task force #Unite4Heritage deployed for first time,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Restaurants around the world turn to Amatrices famous pasta to aid recovery #ItalyEarthquake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @bardolino_sun: Visiting any #NationalMuseum in Venice this Sunday? All money taken will be donated to the victims of the earthquake #It,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @AlisonBurnsJazz: Many displaced animals #ItalyEarthquake kind friends getting food to animals nr epicentre  pl,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"Questo Mese: #ItalyEarthquake Relief, #Calabria coastal towns and 2017 #heritagetour dates -",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @HOLY_WATER_: My thoughts and prayers go out to everyone affected by the earthquake in Italy ὤF❤ὤF❤ὤF #ItalyEarthquake,sympathy_and_support,sympathy_and_support
"RT @TonyaJoRiley: .@faineg explains how drone companies like @AeroVisionUAV, can best serve rescue efforts  #ItalyEa",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @BojanowskiW: A long sleepless night ahead in #Amatrice destroyed by the #ItalyEarthquake. We will stay here till the morning .,infrastructure_and_utility_damage,other_relevant_information
RT @larsloekke: Many killed and even more homes razed in #ItalyEarthquake. My thoughts are with those who have lost and the Italian people .,injured_or_dead_people,injured_or_dead_people
RT @bhmcatholic: #PopeFrancis offers concrete signs of solidarity with #ItalyEarthquake victims Vatican Radio,sympathy_and_support,sympathy_and_support
RT @Clayton_Sandell: New @DigitalGlobe satellite images show terrible destruction from #ItalyEarthquake. This is the town of Amatrice. http,infrastructure_and_utility_damage,infrastructure_and_utility_damage
THANKS FOR ALL THE SUPPORT YOU GIVE US DONATE TO 45500 PLEASE #PrayForItaly,sympathy_and_support,rescue_volunteering_or_donation_effort
"@ladygaga thank you gaga, I love you❤️ #Terremoto #PrayForItaly",sympathy_and_support,sympathy_and_support
#ItalyEarthquake #terremoto #TerremotoItalia #Italie #seisme #PrayingForItaly #PrayForAmatrice #earthquake 160 vittime accertate T_T,sympathy_and_support,sympathy_and_support
"RT @gallantlyhes: oh my god, this is so heartbreaking. my thoughts are with everyone affected by this earthquake. #PrayForItaly ἞E἟9἞E἟9἞E἟9 http",sympathy_and_support,sympathy_and_support
"RT @HeffronDrive: #Italy You have my heart. My thoughts are with everyone there right now. Love, Kendall #PrayForItaly",sympathy_and_support,sympathy_and_support
Thoughts and much love to my friends in Italy.,sympathy_and_support,sympathy_and_support
Its dramatically right #ItalyEarthquake #terremoto #earthquake,other_relevant_information,other_relevant_information
Lista di farmaci urgenti #terremoto Urgently needed medications #ItalyEarthquake RETWEET,requests_or_urgent_needs,requests_or_urgent_needs
RT @ValvonaCrolla: Were boiling Spaghetti allAmatriciana from today @ V&amp;C #CaffèBar to support those affected #ItalyEarthquake £2 from ev,rescue_volunteering_or_donation_effort,sympathy_and_support
RT @silvia_batello: Italys beauty is fragile -delicate yet bitter piece by @beppesevergnini about #ItalyEarthquake #TerremotoItalia http,other_relevant_information,other_relevant_information
RT @ROBZIK: Vatican firefighters sent by #PopeFrancis to join the rescue team in Central Italy shaken by the #earthquake #ItalyEarthquake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"please, help us, share and donate. 45500 #italy #prayforitaly #terremoto #PrayingForItaly",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @tiniskwerl: #ItalyEarthquake 3:30am 6mi #Norcia 247 Dead Same Intensity as 2009 #Italy #lAquila #Earthquake 308 Dead #Aftershock :,injured_or_dead_people,injured_or_dead_people
"RT @Happeningarts: This Sunday, Italian #museums will donate tickets sales to #ItalyEarthquake rescue efforts &gt;  htt",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @Tha5SOSFamilyy: #PrayForItaly All my thoughts and prayers goes out to everyone there..ὡEI hope youre okay, please stay safe! My heart i",sympathy_and_support,sympathy_and_support
45500 per donare #TerremotoItalia #terremoto #PrayingForItaly #PrayForItaly #ItalyEarthquake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @BTRHDEurope: Our thoughts &amp; prayers go out to Italy. We hope youre all staying safe ❤ #PrayForItaly Text or call 45500 to donate and,sympathy_and_support,sympathy_and_support
"#prayforitaly #TerremotoItalia Always praying for you, Italy. A big hug for all the people that lost they parents.",sympathy_and_support,sympathy_and_support
"Emergency workers, many volunteers, bring basic supplies to tent camp for newly homeless. #ItalyEarthquake #CBC",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @Princessofwifi: Sending thoughts and prayers to all the people affected here in Italy #PrayForItaly,sympathy_and_support,sympathy_and_support
RT @CraigSilverman: This photo of a damaged church is not from the earthquake in central Italy:  #italyearthquake ht,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @billengvall: Thank you to the service men and women around the world rushing to the aid of our friends around the world #PrayForMyanmar,sympathy_and_support,rescue_volunteering_or_donation_effort
RT @STYLATORARMY: My thoughts are with everyone affected! #PrayForItaly stay safe everyone x,sympathy_and_support,sympathy_and_support
RT @ali_burrasque: My story from #ItalyEarthquake. Refugees reach out to victims among xenophobic tensions,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
@HayesGrier #PrayForItaly pray for usὉ3,sympathy_and_support,sympathy_and_support
"RT @alice_van_pelt: #PrayForItaly love and thoughts to my home, hope the worst is over and that everyone is safe. ἞E἟9",sympathy_and_support,sympathy_and_support
"Thinking about #ItalyEarthquake--the victims, rescuers, devastation. Sharing this doggie who survived. #dog #cane",rescue_volunteering_or_donation_effort,sympathy_and_support
RT @PresidentRuvi: sending condolences to President #Mattarella following #ItalyEarthquake. Our thoughts are with you and the people of Ita,sympathy_and_support,sympathy_and_support
My ❤️ goes out to ἞E἟9 ! Heres how you can help victims of the Italy earthquake  #ItalyEarthquake #Italy #ItalyQuake,rescue_volunteering_or_donation_effort,sympathy_and_support
RT @danieledann1: Speechless and grieved for what is going on in my Country ὢ2ὢ2ὢ2 #PrayersForItaly #ItalyEarthquake #terremoto #Italy,sympathy_and_support,sympathy_and_support
RT @SiasRasp: How to Help Victims of the Earthquake in Italy #PrayForItaly,requests_or_urgent_needs,rescue_volunteering_or_donation_effort
"A friend, and a pizza. Comfort food and comfort people around me this evening, to share the pain and trying to go on. #ItalyEarthquake",sympathy_and_support,sympathy_and_support
RT @AVB1forever: My heart goes out to those affected by the devastating earthquake in Italy. ὢ2 Stay Safe Everyone &amp; Stay Strong ὤF #PrayFo,sympathy_and_support,sympathy_and_support
RT @memetsimsek: Our thoughts &amp; prayers are with our friends in Italy after this devastating earthquake. Stay strong! #PrayForItaly,sympathy_and_support,sympathy_and_support
The big heart of humanity. Refugees and Italians together. Solidarity. #terremoto #aiutiamoci #ItalyEarthquake,sympathy_and_support,sympathy_and_support
RT @preferiscoharry: Dear @Harry_Styles @Louis_Tomlinson @LiamPayne @NiallOfficial PLEASE HELP US! #PrayForItaly,sympathy_and_support,requests_or_urgent_needs
foto di grazianonomad  Help us raising money to rebuild after this huge tragedy #ItalyEarthquake ὤFἿEὤFἿEὤFἿE,rescue_volunteering_or_donation_effort,requests_or_urgent_needs
Thoughts are with those effected by the Earthquake in Italy today.,sympathy_and_support,sympathy_and_support
Bronxs Little Italy launches earthquake relief fund #Italy #BronxLittleItaly #NYC #ItalyEarthquake #ArthurAvenue,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @girlposts: my thoughts and prayers go out to everyone in Italy affected by the earthquake today #PrayForItaly,sympathy_and_support,sympathy_and_support
RT @unisdr: #ItalyEarthquake: Aftershocks hamper rescue efforts #switch2sendai #IDDR2016,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
247 people died in the quake. Shaline pray to Italy with us? #PrayForItaly ἞E἟9,sympathy_and_support,injured_or_dead_people
Tiny white coffins for children killed in the #ItalyEarthquake become tragic symbol of the disaster. Nearly 300 dead,injured_or_dead_people,injured_or_dead_people
Pleasee @AURORAmusic pray ὤFὤF for my countryὢ2 #PrayForItaly #ItalyEarthquake,sympathy_and_support,sympathy_and_support
RT @SavingHumanitee: Were donating 25% net proceeds to the Red Cross on all #ItalyStrong Socks #ItalyEarthquake #PrayForItaly,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Crafters in solidarity w/central Italian earthquake victims: buy handmade &amp; support  #PrayForItaly #Earthquakeaid,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
from today we will donate 3 euros every Pasta allAmatriciana dish ordered from today for 2 weeks at La Taverna Restaurant #italyearthquake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @InLarryxArms: @Louis_Tomlinson pls donate in ITALY #PrayForItaly,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"For all the people around the globe PLEASE DONATE IF YOU CAN, YOU CAN SAVE LIFES  #PrayForItaly",sympathy_and_support,rescue_volunteering_or_donation_effort
RT @DockWalls: #ItalyEarthquake at least 120 people dead. I applaud #Heroes frantic efforts to rescue trapped victims.,injured_or_dead_people,injured_or_dead_people
My illustration for #Amatrice #terremoto #ItalyEarthquake #earthquake #UltimOra #Italy #mycountry,other_relevant_information,sympathy_and_support
"Search &amp; rescue operations still underway in #Amatrice, 3 days after #ItalyEarthquake #terremoto #afptv @afpfr @AFP",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @CeramicsOfItaly: Our hearts go out to our friends in Amatrice and Accumoli in wake of this tragedy #PrayforItalia #ItalyEarthquake http,sympathy_and_support,sympathy_and_support
RT @EU_ScienceHub: Latest @GDACS data on on #ItalyEarthquake available here  #terremoto #TerremotoItalia,other_relevant_information,other_relevant_information
Our thoughts go out to the victims and the communities devastated by the earthquake that struck central Italy this morning. #ItalyEarthquake,sympathy_and_support,sympathy_and_support
RT @AlwaysActions: Our thoughts and prayers are with the victims in Italy #PrayForItaly Ὁ4 ἞E἟9 ❤,sympathy_and_support,sympathy_and_support
"My heart goes out to all those directly affected by the #ItalyEarthquake that has devastated the landscape. Indirectly, we are all affected",sympathy_and_support,sympathy_and_support
Strong aftershocks from #ItalyEarthquake have left the town of #Amatrice all but closed off. Main roads into town blocked by rubble.,infrastructure_and_utility_damage,infrastructure_and_utility_damage
God bless all those affected by the earthquake in #Italy #ItalyEarthquake ♡,sympathy_and_support,sympathy_and_support
#prayforitaly sending so much love and hope out to all those affected by the earthquake I wish I could be there to help,sympathy_and_support,sympathy_and_support
Prayers for the man above to lean his mercy on the people of Italy affected by the earthquake #ItalyEarthquake #Italie,sympathy_and_support,sympathy_and_support
RT @Survomez: Donate! 45500 #PrayForItaly #terremoto,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @Rick_ArloYL: See how you can help out those affected by the #ItalyEarthquake! #donate,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @braddancingtto: All my love and condolences to the victims and the families of them:(. #PrayForItaly,sympathy_and_support,sympathy_and_support
Prosecutors begin inquiry into #italyEarthquake - asking why did quake proof school at #Amatrice &amp; others collapse,other_relevant_information,infrastructure_and_utility_damage
RT @thebaddestnuna: Praying that all my family and friends in Italy are safe and sound #PrayForItaly,sympathy_and_support,sympathy_and_support
RT @Itsdrewsgirl: guys please if you have the chance to donate 2€ text the 45500 we really need help :(( #ItalyEarthquake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @JohnCabotRome: Whether youre in #Rome or abroad, there are many ways to help the victims of the #ItalyEarthquake. Learn more: /",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
THIS IS SO IMPORTANT!!! #ItalyEarthquake #terremoto #CroceRossaItaliana #PrayForItaly ❤️ὤFἿBὤFἿB἞E἟9,sympathy_and_support,sympathy_and_support
if u want to donate money to help people affected by the earthquake on  #prayforItaly or here,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @SkyNewsBreak: The Queen has made a personal donation to support the work of the Italian Red Cross in the search and rescue effort after,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"$67,960 raised of $1,000,000 goal after 1 day. Italy Earthquake Relief Fund on @globalgiving: #prayforitaly",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @MJohnsonCTV: .@stpierre_ch offers condolences to families of #ItalyEarthquake victims; says many Italians in #Quebec are worried about,sympathy_and_support,sympathy_and_support
The Happiness Family continues to pray for those affected by the earthquake in Italy. Sii Forte Italia!#prayforitaly,sympathy_and_support,sympathy_and_support
"Heart, love and thoughts going out of my fellow #italianos #ItalyEarthquake ὡ8ὉB἞E἟9 Much love to you all",sympathy_and_support,sympathy_and_support
RT @jfkbydbay: My prayers to those affected by the strong earthquake in Italy. #ItalyEarthquake,sympathy_and_support,sympathy_and_support
RT @romewise: Head to #italy museums Sunday to help #ItalyEarthquake victims. #museums4italy @MiBACT @Turismoromaweb,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @fareprogressi: #ItalyEarthquake Were raising funds for the mayors of the towns most affected Please donate  htt,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
The earthquake in New Zealand was massive. Billions of dollars of damage. And it was followed by a storm.,infrastructure_and_utility_damage,infrastructure_and_utility_damage
These pictures show the alarming extent of the quake damage to this building. Keep well clear!,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Just woke to news of another earthquake! WTF NZ?! They seem to be happening an awful lot. Stay safe everyone xx #eqnz,sympathy_and_support,sympathy_and_support
"When theres an actual earthquake, landslide and severe flooding during your driving test and you still pass #eqnz #Wellington @NZTAWgtn",caution_and_advice,not_humanitarian
"Tsunami warning for entire East Coast of NZ, be safe people, move to higher ground! #eqnz",caution_and_advice,caution_and_advice
And the building is rocking again! #eqnz #aftershocks,other_relevant_information,other_relevant_information
Ferries parked in Wellington harbour morning after earthquake &amp; tsunami warning #eqnz,caution_and_advice,caution_and_advice
"Photo of the homestead in Kaikoura where a 100 year old women was pulled from the rubble alive, sadly her son was killed ὡ4#eqnz",not_humanitarian,injured_or_dead_people
@backpackergroup Massive 7.5 earthquake hits New Zealand. Liquifaction. Tsunami 2.5 mtrs. East coast on high alert. Wellington CBD closed.,caution_and_advice,caution_and_advice
About 60 earthquakes in New Zealand since midnight. Tsunami and damage reported. Buildings collapsed and bridges too. Rail ilnes popped out,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @1NewsNZ: Earthquake LIVE: Wellington building to be taken down due to quake damage,infrastructure_and_utility_damage,infrastructure_and_utility_damage
#Tsunami latest: Theres a marine &amp; beach threat from Wellington to Banks Peninsula. All other threats lifted  #eqnz,caution_and_advice,caution_and_advice
Local state of emergency declared in Kaikoura &amp; Hurunui. Here are eight tips for coping emotionally after an #eqnz,caution_and_advice,caution_and_advice
UCs Student Volunteer Army has activated its emergency response plan &amp; is ready to lend a hand:  #earthquake #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"Powerful magnitude 7.8 earthquake strikes New Zealand, USGS says via the @FoxNews App",caution_and_advice,caution_and_advice
It just keeps on keeping on. Were keeping Kaikoura people in our thoughts. #eqnz,sympathy_and_support,sympathy_and_support
24 earthquakes in an hour moving along the fault line. Tsunami warnings issued for South Island east cost. Stay safe NZ #eqnz ὢCὤ8,caution_and_advice,caution_and_advice
"Earthquake, thanks for waking me up. I was about to have midnight snack. If you need me, Ill be under the table eating a porkchop :) #eqnz",not_humanitarian,not_humanitarian
Thinking of people around the country who were affected by the earthquake last night. Stay safe #eqnz,sympathy_and_support,sympathy_and_support
NZcivildefence: Waves are expected to continue for the next few hours. Stay off beaches and shore areas. Do not go sightseeing. #eqnz,caution_and_advice,caution_and_advice
Tsunami sirens going off in Lower Hutt #eqnz #earthquake #tsunami #wgtn,caution_and_advice,caution_and_advice
Photos have emerged of the damage from this mornings earthquakes that have struck New Zealand #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
@StJohnNZ Post-earthquake toy rescue centre set up by a St John Penguin of Upper Hutt.,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @suzikyla23: Amazing shot from SH1 damage north of Kaikoura - from Kim Savage #eqnz @1NewsNZ,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Very sad to hear the news of the earthquake in New Zealand. Fond memories of sitting by the sea,sympathy_and_support,sympathy_and_support
RT @radionz: John Key: Predicts structural damage more significant than people think. #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"RT @LifehouseEurope: To our friends in New Zealand, Please stay safe! Were praying for you. Let us know youre ok! #earthquake – besorgt",sympathy_and_support,sympathy_and_support
"Thoughts and prayers with NZ and emergency services teams working in Kaikoura, kia kaha",sympathy_and_support,sympathy_and_support
Sending hugs &amp; thoughts to all my Sth Island &amp; Wgtn friends XX #eqnz,sympathy_and_support,sympathy_and_support
"Get a text, oh theres a tsunami warning. Go on SM and everyone is freaking the fuck out about an earthquake. Didnt feel it!",caution_and_advice,caution_and_advice
Stadium cleared of major structural damage. However @WgtnPhoenixFC v @gomvfc postponed &gt;&gt;  #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"#eqnz UPDATE: New Zealand earthquake raised to 7.8 magnitude, first tsunami waves detected and fears for kaikoura",caution_and_advice,caution_and_advice
powerful #quake M6.1 strikes South Island of New Zealand 10 min ago. #Tsunami issued - .,caution_and_advice,other_relevant_information
A grim forecast: There is high possibility of another 7.0 magnitude earthquake in #NewZealand  #NZEQ,caution_and_advice,caution_and_advice
RT @pablogl: Luckily just had minor damage at home #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
12:50pm UPDATE - #Tsunami threat map is reduced. This is our FINAL specific tsunami update . @NZcivildefence for more,caution_and_advice,caution_and_advice
RT @CeridwenFraser: Emergency services ready with cool drone helpers in Wellington #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Sobering thought seeing the damage in Wellington how lucky it was midnight Wouldve been fatalities if this was during business hours. #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
"RT @viralpoet: @hebehu @CanterburyEM so according to this Im in a tsunami zone and should evacuate . According to Selwyn council, Im not.",displaced_people_and_evacuations,displaced_people_and_evacuations
A helping hand for Innovative Waste Kaikoura! Donate to help IWK with the post-quake clean up  @linkedin #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Risk of tsunami remains after massive quake  #eqnz,caution_and_advice,caution_and_advice
Praying for everyone safety #eqnz,sympathy_and_support,sympathy_and_support
Stay safe everybody. Thoughts with you from a far #eqnz,sympathy_and_support,sympathy_and_support
My streams for the next week will be accepting donation money to go towards any #eqnz #chch #earthquake relief funds for the massive quake,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @lou_gordongreen: This is the damage in Parnassus just south of #Kaikoura my friends house #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @nzherald: #BREAKING Looting in Christchurch following horror earthquake this morning #EQNZ,other_relevant_information,other_relevant_information
#TyoNews Tsunami warning after major New Zealand earthquake: submitted by /u/Cansifilayeds [link]  #News,caution_and_advice,caution_and_advice
HOLYSHIT there was magnitude 7.2 earthquake!!!!!,caution_and_advice,other_relevant_information
New Zealand: After a long night of tsunami warning sirens we have gotten over 100 decent sized aftershocks. #earthquake,caution_and_advice,other_relevant_information
Christchurch tsunami warning sirens now working. #eqnz,caution_and_advice,caution_and_advice
RT @TonkinTaylor: Specialist earthquake engineers take to the sky to analyse the land damage across North Canterbury #EQNZ,infrastructure_and_utility_damage,infrastructure_and_utility_damage
NZcivildefence: RT MarlEmergency: #Eqnz update: All residents strongly urged to conserve water. It may take days t,caution_and_advice,caution_and_advice
"#eqnz #tsunami Update: 8.20am People who were evacuated due to this morning’s earthquake are now able to go home,",displaced_people_and_evacuations,displaced_people_and_evacuations
Glad to hear the Tsunami warning has been cancelled. I pray that we dont have another tonight! #eqnz,caution_and_advice,caution_and_advice
RT @AP: BREAKING: First US warship to visit New Zealand in more than 30 years diverts to help with earthquake evacuation.,displaced_people_and_evacuations,rescue_volunteering_or_donation_effort
RT @interislander: As a result of Monday’s earthquake the damage sustained has affected the areas where we board our foot passengers in Pic,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @alexperro: About to liftoff to check out damage on South Island #eqnz stay tuned to @radionz @NZMorningReport,infrastructure_and_utility_damage,infrastructure_and_utility_damage
RT @sms1stSL: Update: 2 #dead &amp; 5 #injured after 7.4 severe Earthquake hit #NZ #eqnz #prayfornz #LKA,injured_or_dead_people,injured_or_dead_people
Friggin aftershocks. Jeez. #eqnz,not_humanitarian,not_humanitarian
Another decent shake. #Wellington #eqnz #earthquake,caution_and_advice,caution_and_advice
"RT @MabeyBridge: Our thoughts are with everyone affected by the earthquake near Christchurch, New Zealand. #Earthquake #NewZealand #Christc",sympathy_and_support,sympathy_and_support
"Christchurch, New Zealand Thoughts go out to all of those affected by last nights earthquake #Christchurch #newzealand #city #dusk #sunset",sympathy_and_support,sympathy_and_support
RT @NZcivildefence: #Raglan residents - boil your drinking water for the next three days #eqnz,caution_and_advice,caution_and_advice
If Rice Bowl Burger Bar is open Im getting fish and chips. I need comfort food (or at least an excuse). #eqnz,not_humanitarian,not_humanitarian
Is it too early to start drinking?? These aftershocks are breaking me #eqnz,not_humanitarian,not_humanitarian
"Thankful the shake was in the night, not when people were out on the streets. Hope everyone is doing okay #earthquake #eqnz",sympathy_and_support,sympathy_and_support
Thinking so much about the people in #NewZealand. Im really sorry about what youve been through - please take care #earthquake #eqnz,sympathy_and_support,sympathy_and_support
Theres professionalism and then theres RNZ presenters coolly rolling with it as they take an earthquake in their stride.,other_relevant_information,not_humanitarian
UPDATE from NZ herald: tsunami waves in kaikoura and Wellington. Power out in some areas. Road damaged to Cheviot. #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
PHOTOS || Earthquake damage shown from the @NZAirForce NH90 down south:  // #earthquake #eqnz #newzealand,infrastructure_and_utility_damage,infrastructure_and_utility_damage
Latest #eqnz #tsunami update Monday 14 November 2016 Update: 3.50am Christchurch Civil Defence and Emergency,caution_and_advice,caution_and_advice
At least 2 dead in New Zealand earthquake; residents flee tsunami The 7.8 magnitude earthq,injured_or_dead_people,injured_or_dead_people
"from a friend in burwood, christchurch #eqnz: neighbors gone, roads are packed, sirens are going off.",caution_and_advice,caution_and_advice
RT @RCN_MRC: #HMCSVancouver is the #CAF contribution to @CanadaFP mission to deliver post #EQNZ aid in New Zealand #OpRENAISSANCE,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Says the town was eerily quiet. A number of damaged buildings and power poles. He thought the power would be out for a long time. #eqnz,infrastructure_and_utility_damage,infrastructure_and_utility_damage
why you All sleep tight in yours bed tonight. Please think of the victims of New Zealand earthquake that sleeping away from there homes.,sympathy_and_support,sympathy_and_support
New Zealand Red Cross - November 2016 Earthquake Appeal,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @alans_world: #eqnz Please check  for information on todays situation,requests_or_urgent_needs,other_relevant_information
"Showing quake photos of supermarket aisles is misleading, broken red wine ἷ7 always so dramatic! #eqnz",other_relevant_information,not_humanitarian
"We need more information on these cows, this is a critical situation #eqnz",other_relevant_information,not_humanitarian
Most NZ thing ever: Former All Black captain Richie McCaw is flying in aid by helicopter after earthquakes. #eqnz #kiakaha,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
"RT @nzherald: #BREAKING Several large aftershocks hit Wellington, Seddon and Cheviot. Live updates:  #eqnz",caution_and_advice,caution_and_advice
RT @Claire_Phipps: There has been a severe earthquake in New Zealand; damage unclear (its the middle of the night) #eqnz,other_relevant_information,infrastructure_and_utility_damage
"RT @CBCNews: At least 2 people killed in 7.8 magnitude earthquake, New Zealands PM says",injured_or_dead_people,injured_or_dead_people
"RT @airnewsalerts: 2 killed after powerful #earthquake struck #NewZealand, residents flee following #Tsunamiwarning",injured_or_dead_people,injured_or_dead_people
RT @03alert: Ὢ8 KAIKOURA - We have reports that The Elms Homestead &amp; Roadhouse on SH1 has completely collapsed. #EQNZ,infrastructure_and_utility_damage,infrastructure_and_utility_damage
#BREAKING: Tsunami has been generated following 7.5-magnitude quake in New Zealand -- civil defense authority @BreakingNews,other_relevant_information,caution_and_advice
RT @DellMcLeod: #eqnz Topo Mouth Punawea and Tairei Mouth in Clutha being evacuated.,displaced_people_and_evacuations,displaced_people_and_evacuations
RT @CitizenSlant: New Zealand Earthquake: 5 Crucial Facts You Need to Know,other_relevant_information,other_relevant_information
"#HMCSVancouver and Sea King work with multinational Task Group to aid #EQNZ - helping to deliver 13,000 kg of food and supplies #BravoZulu",rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
Hope everyones safe around New Zealand following the earthquake! 7.6. crazy! #eqnz,sympathy_and_support,sympathy_and_support
RT @NZWarriors: We hope everyone is doing ok after last nights earthquake #WarriorNation. Stay safe whanau ὊA#eqnz,sympathy_and_support,sympathy_and_support
Some of you may know there has been a 7.5 earthquake in New Zealand. Auckland where I live hasnt been affected.,other_relevant_information,other_relevant_information
U.S. Navy P-3C Orion provides assistance to New Zealand after earthquake supporting critical relief efforts:  #eqnz,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @PeterVogel: First #Tsunami waves of 2 m come ashore from #earthquake in #NZ with revised magnitude of 7.8. #eqnz,caution_and_advice,other_relevant_information
#newzealand #northisland #auckland #earthquake #tsunami warning,caution_and_advice,caution_and_advice
Just to letting friends know. I am North West of Auckland so luckily very clear of the earthquake and Tsunami that has hit south New Zealand,sympathy_and_support,other_relevant_information
Hundreds of tourists await rescue in New Zealand by military after massive earthquake  via @markets,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @Jalopnik: Ferrari will build one last LaFerrari to aid Italian earthquake victims,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort
RT @RachelNBanfield: Northlanders: Civil Defence Northland hve turned off tsunami sirens.Beach &amp; marine threat only. Safe 2 return home if,caution_and_advice,caution_and_advice
RT @radionz: GNS duty seismologist says people should take tsunami warning seriously given the water level change measured around Kaikoura.,caution_and_advice,not_humanitarian
Where are the other nation gone for helping new Zealand in 7.5 earthquake,rescue_volunteering_or_donation_effort,not_humanitarian
"A Magnitude 7.8 Earthquake Strikes New Zealand, Leaving Damage And Sparking Tsunami Fears  #worldnews #news #breaki",infrastructure_and_utility_damage,infrastructure_and_utility_damage
Our thoughts are with everyone affected by last nights earthquake. Please stay safe and check your local official advice,sympathy_and_support,sympathy_and_support
"3am, havent slept and all I can hear is the tsunami warning alarm #eqnz #Wellington",caution_and_advice,caution_and_advice
